Product ID,Brand,Warranty Years,Material,Release Date,Sustainability Rating
OFF-BI-10000831,Acme,2,Metal,2010-03-04,B
OFF-PA-10000357,OfficePro,5,Metal,2023-07-11,B
OFF-AR-10001662,Staples,3,Glass,2018-08-20,B
OFF-AR-10003856,Acme,1,Paper,2012-10-05,C
OFF-ST-10001228,Acme,1,Composite,2015-07-25,D
OFF-BI-10003527,Acme,2,Glass,2013-08-15,B
FUR-FU-10001290,Apex,5,Paper,2015-09-13,B
TEC-AC-10002399,WorkSmart,1,Metal,2012-01-22,A
OFF-AR-10003811,WorkSmart,1,Fabric,2021-05-07,B
OFF-AR-10001246,BizWorks,3,Wood,2011-10-20,B
TEC-CO-10003236,Apex,5,Paper,2014-07-19,B
OFF-ST-10004507,OfficePro,1,Fabric,2011-12-02,A
OFF-PA-10001667,Apex,1,Glass,2012-12-16,C
OFF-ST-10004459,Apex,1,Glass,2015-11-27,B
OFF-ST-10000736,Apex,1,Metal,2014-03-21,C
OFF-BI-10000285,OfficePro,2,Wood,2018-04-21,C
TEC-PH-10003555,BizWorks,2,Plastic,2015-06-07,B
TEC-AC-10003832,OfficePro,2,Plastic,2010-11-11,B
OFF-FA-10002815,Global,1,Glass,2018-06-09,B
FUR-CH-10003379,BizWorks,1,Fabric,2024-01-01,A
OFF-ST-10004963,Global,1,Wood,2022-12-17,C
OFF-SU-10002881,Global,1,Fabric,2016-05-03,A
OFF-EN-10001335,Global,3,Wood,2015-11-06,B
FUR-CH-10000595,WorkSmart,1,Wood,2014-07-08,A
FUR-FU-10000448,Acme,1,Glass,2018-10-25,C
TEC-PH-10000984,Acme,1,Fabric,2020-05-28,B
OFF-ST-10001325,Global,2,Glass,2016-10-14,B
OFF-BI-10002429,Global,2,Wood,2021-02-19,B
OFF-BI-10004528,Staples,3,Paper,2014-11-11,C
OFF-AP-10001271,Acme,1,Metal,2015-05-21,A
FUR-CH-10002647,Staples,3,Wood,2014-11-03,B
TEC-AC-10001432,BizWorks,1,Paper,2020-06-12,B
TEC-PH-10002262,Staples,1,Wood,2010-08-30,A
TEC-AC-10001465,Apex,5,Paper,2023-02-19,A
TEC-PH-10002597,WorkSmart,1,Fabric,2018-01-28,A
FUR-FU-10000723,BizWorks,2,Plastic,2023-03-30,A
OFF-BI-10000404,OfficePro,1,Composite,2023-05-09,B
OFF-PA-10002986,Acme,2,Wood,2016-03-06,A
OFF-SU-10001935,Global,3,Composite,2021-04-04,B
FUR-CH-10002024,BizWorks,3,Wood,2019-03-23,A
FUR-FU-10003039,Global,3,Fabric,2023-11-30,A
OFF-FA-10004248,OfficePro,2,Fabric,2011-01-02,D
OFF-ST-10001780,BizWorks,1,Paper,2017-09-28,B
OFF-AR-10003560,Acme,2,Wood,2013-06-06,A
OFF-LA-10001297,BizWorks,3,Fabric,2016-10-23,B
FUR-TA-10004256,Global,1,Fabric,2023-02-07,A
OFF-PA-10003441,Global,2,Wood,2019-11-13,A
OFF-BI-10000069,Apex,3,Paper,2019-08-23,A
OFF-AP-10003914,Staples,2,Paper,2024-02-12,D
FUR-FU-10004020,BizWorks,1,Paper,2023-07-14,C
OFF-FA-10003467,Global,3,Paper,2022-05-15,C
TEC-PH-10002496,WorkSmart,1,Plastic,2014-07-02,D
OFF-PA-10004530,Acme,1,Wood,2013-04-27,D
OFF-BI-10001107,WorkSmart,2,Glass,2022-11-17,C
OFF-PA-10004451,OfficePro,1,Plastic,2010-01-20,B
FUR-CH-10004997,BizWorks,3,Fabric,2011-11-07,B
TEC-PH-10000347,Apex,1,Plastic,2022-04-05,A
OFF-AR-10003394,Acme,1,Glass,2011-09-01,B
OFF-PA-10001450,Apex,1,Glass,2010-03-03,B
OFF-SU-10001574,Staples,5,Glass,2013-06-19,D
FUR-FU-10001475,Global,2,Paper,2016-04-04,B
OFF-SU-10004498,Acme,1,Fabric,2013-02-28,B
TEC-PH-10000586,OfficePro,1,Plastic,2014-06-17,B
OFF-BI-10002764,BizWorks,1,Plastic,2014-06-15,A
OFF-LA-10003930,Staples,2,Wood,2020-03-05,B
TEC-PH-10003800,Staples,1,Plastic,2024-05-09,B
OFF-PA-10002005,Apex,2,Fabric,2023-10-02,B
OFF-PA-10004101,Staples,2,Paper,2013-12-13,B
OFF-AR-10004078,Acme,3,Wood,2014-07-12,A
OFF-AP-10004708,Apex,2,Plastic,2016-11-07,B
FUR-FU-10001979,Staples,2,Wood,2018-12-14,B
OFF-SU-10004115,BizWorks,1,Composite,2010-10-09,B
TEC-PH-10001425,OfficePro,3,Wood,2023-08-22,B
TEC-PH-10003963,BizWorks,3,Glass,2012-10-21,A
OFF-ST-10001490,WorkSmart,1,Paper,2023-03-12,A
OFF-PA-10002120,Acme,5,Glass,2019-04-27,B
OFF-BI-10000848,OfficePro,1,Composite,2013-05-20,B
TEC-PH-10003092,OfficePro,1,Glass,2021-06-14,B
OFF-LA-10004345,Apex,1,Composite,2023-01-13,C
OFF-PA-10001204,Global,5,Wood,2023-07-29,A
TEC-PH-10004667,Apex,2,Fabric,2012-02-25,A
OFF-BI-10002949,Acme,3,Paper,2019-01-31,B
FUR-FU-10003849,Acme,1,Fabric,2014-07-26,B
FUR-FU-10000010,Apex,2,Paper,2018-03-28,B
OFF-BI-10002824,Global,1,Paper,2018-09-30,C
TEC-PH-10002538,BizWorks,3,Glass,2023-02-11,C
OFF-BI-10002103,Apex,1,Glass,2020-05-03,A
FUR-CH-10004853,Acme,1,Fabric,2016-09-12,D
OFF-AP-10000179,Global,1,Metal,2020-05-18,A
OFF-ST-10001272,Acme,3,Composite,2011-06-18,B
FUR-FU-10000221,Global,2,Glass,2011-02-06,B
OFF-AP-10001563,Global,2,Glass,2020-01-12,B
OFF-BI-10000605,Apex,2,Glass,2010-05-10,A
OFF-ST-10001963,Apex,5,Wood,2016-05-28,B
TEC-AC-10001267,Apex,3,Fabric,2021-12-20,B
TEC-PH-10002103,Global,3,Fabric,2018-02-07,A
TEC-AC-10002857,Global,1,Glass,2015-02-02,A
FUR-CH-10001482,Acme,1,Wood,2018-02-21,B
OFF-BI-10001989,OfficePro,5,Glass,2021-05-13,B
OFF-AP-10003287,Apex,2,Composite,2019-12-29,B
OFF-BI-10004728,WorkSmart,1,Wood,2017-08-18,A
FUR-FU-10000732,Acme,2,Glass,2018-06-25,C
OFF-ST-10000585,Acme,5,Paper,2019-08-14,A
OFF-LA-10002787,Staples,1,Metal,2023-04-23,C
OFF-PA-10001934,Apex,2,Paper,2013-05-05,B
OFF-AP-10002457,BizWorks,3,Metal,2011-10-04,B
OFF-FA-10003112,Acme,2,Wood,2019-01-28,C
OFF-AP-10002350,Staples,1,Paper,2011-12-25,A
TEC-AC-10001142,WorkSmart,5,Composite,2023-05-30,A
TEC-AC-10001101,WorkSmart,5,Paper,2012-01-08,B
OFF-AP-10002439,BizWorks,3,Fabric,2023-04-16,A
OFF-BI-10002827,Apex,2,Metal,2013-07-23,B
OFF-EN-10002230,Global,1,Metal,2019-07-13,A
OFF-ST-10001511,Staples,5,Glass,2010-12-06,C
OFF-SU-10004231,Global,1,Composite,2010-06-02,B
TEC-PH-10004042,WorkSmart,3,Metal,2013-11-22,A
FUR-FU-10003096,WorkSmart,5,Metal,2018-05-10,C
FUR-FU-10002759,OfficePro,2,Glass,2011-03-03,B
FUR-TA-10000688,OfficePro,3,Composite,2019-09-29,B
OFF-PA-10002377,BizWorks,3,Paper,2013-02-09,B
OFF-AR-10001954,OfficePro,1,Wood,2016-06-30,B
OFF-AP-10004532,OfficePro,2,Paper,2019-02-12,B
OFF-PA-10002137,BizWorks,1,Fabric,2012-08-07,B
OFF-AP-10000804,Acme,2,Fabric,2013-10-05,A
TEC-AC-10003614,OfficePro,1,Metal,2012-08-14,D
FUR-FU-10003553,Acme,2,Fabric,2014-08-29,C
OFF-BI-10004632,Acme,3,Wood,2018-01-20,A
OFF-BI-10003305,Apex,5,Metal,2016-10-18,C
OFF-ST-10002583,Acme,1,Glass,2013-07-27,B
TEC-MA-10004125,Acme,2,Fabric,2011-01-06,A
OFF-LA-10001934,OfficePro,2,Glass,2018-02-28,A
FUR-BO-10004015,Acme,5,Plastic,2016-04-15,A
FUR-FU-10004071,Global,2,Plastic,2023-02-20,C
OFF-ST-10002444,BizWorks,2,Plastic,2015-10-27,B
TEC-AC-10002253,OfficePro,5,Glass,2018-02-14,B
OFF-PA-10000743,BizWorks,1,Plastic,2021-05-08,A
OFF-LA-10002312,Staples,5,Paper,2017-07-05,B
OFF-LA-10003510,OfficePro,5,Plastic,2023-12-07,B
OFF-AR-10001118,Acme,5,Metal,2021-01-04,C
OFF-BI-10001575,Global,1,Composite,2016-06-22,D
FUR-FU-10003394,BizWorks,2,Paper,2024-04-27,B
FUR-TA-10002774,OfficePro,3,Composite,2012-02-02,B
OFF-PA-10001800,Global,1,Metal,2021-02-14,B
OFF-AP-10001469,BizWorks,2,Metal,2012-10-01,C
FUR-BO-10003272,Staples,1,Wood,2020-04-13,A
OFF-EN-10001219,WorkSmart,1,Paper,2017-10-17,B
OFF-AP-10001154,Staples,2,Composite,2010-12-16,C
TEC-AC-10001606,WorkSmart,2,Plastic,2018-02-12,A
OFF-BI-10003355,Apex,1,Metal,2011-11-18,A
FUR-FU-10002253,WorkSmart,2,Plastic,2022-09-12,B
OFF-PA-10004092,Apex,2,Composite,2018-07-24,A
FUR-TA-10000198,OfficePro,2,Glass,2022-03-15,B
OFF-ST-10000036,Apex,2,Paper,2017-07-18,B
FUR-FU-10000222,Global,2,Fabric,2019-08-26,B
OFF-SU-10004664,Apex,2,Glass,2019-12-04,A
OFF-EN-10001141,Global,1,Glass,2017-06-25,D
TEC-PH-10002170,BizWorks,2,Fabric,2014-08-21,A
OFF-PA-10001954,BizWorks,2,Metal,2017-12-02,C
FUR-TA-10002228,WorkSmart,2,Wood,2020-06-08,A
OFF-ST-10004634,WorkSmart,1,Plastic,2021-06-12,B
TEC-AC-10003610,WorkSmart,3,Metal,2011-11-16,A
FUR-BO-10001619,Apex,1,Wood,2021-11-19,A
OFF-BI-10000138,WorkSmart,5,Plastic,2017-12-29,A
TEC-AC-10001383,Apex,1,Composite,2020-04-14,B
OFF-LA-10003223,Apex,5,Glass,2018-12-28,B
OFF-BI-10004094,Acme,2,Glass,2022-11-05,A
OFF-PA-10004971,Acme,2,Fabric,2021-01-09,D
OFF-SU-10004261,Apex,1,Wood,2013-03-02,A
TEC-PH-10000004,BizWorks,1,Plastic,2018-05-20,B
OFF-BI-10003638,Global,1,Metal,2022-03-04,A
FUR-FU-10003577,OfficePro,1,Plastic,2016-05-18,B
OFF-BI-10000546,Staples,2,Metal,2013-07-16,C
TEC-CO-10002095,Acme,1,Glass,2015-02-28,B
FUR-TA-10001095,Apex,3,Fabric,2014-04-10,A
OFF-LA-10004484,Staples,1,Fabric,2012-09-10,A
OFF-EN-10001532,Acme,5,Plastic,2015-08-30,C
TEC-AC-10003174,OfficePro,2,Plastic,2015-02-07,A
OFF-BI-10004187,Global,1,Metal,2015-06-03,B
OFF-ST-10000025,Apex,2,Metal,2014-10-03,A
FUR-FU-10004306,OfficePro,1,Wood,2016-09-18,A
FUR-CH-10003746,BizWorks,1,Glass,2024-05-01,A
OFF-BI-10001036,Acme,2,Wood,2015-04-03,C
OFF-BI-10000301,Apex,2,Wood,2011-12-02,C
OFF-AR-10004648,Staples,5,Plastic,2021-01-29,B
FUR-FU-10002597,BizWorks,2,Paper,2015-09-05,A
OFF-AR-10003405,BizWorks,5,Paper,2022-10-06,B
FUR-CH-10002335,WorkSmart,5,Paper,2020-04-11,B
OFF-PA-10003657,Global,3,Paper,2011-01-30,B
FUR-BO-10004409,BizWorks,2,Wood,2015-05-11,A
TEC-AC-10000057,Acme,1,Plastic,2018-05-07,D
OFF-EN-10000056,Global,1,Paper,2019-06-15,B
OFF-BI-10000014,Apex,2,Fabric,2011-06-07,D
FUR-CH-10004675,WorkSmart,2,Composite,2014-04-12,A
OFF-BI-10001132,OfficePro,1,Fabric,2017-12-19,A
FUR-CH-10003199,Global,2,Plastic,2024-03-30,A
TEC-PH-10001530,Staples,1,Plastic,2017-10-20,C
OFF-LA-10001569,Acme,3,Composite,2011-07-04,B
OFF-PA-10000176,Staples,1,Metal,2014-01-08,C
OFF-LA-10002271,Global,2,Metal,2012-04-12,C
FUR-FU-10004090,WorkSmart,3,Metal,2022-04-10,B
OFF-AP-10000576,OfficePro,1,Wood,2023-11-07,B
OFF-PA-10003953,OfficePro,2,Metal,2013-11-22,C
FUR-FU-10000794,Staples,3,Glass,2010-10-13,B
OFF-AR-10001897,Apex,1,Wood,2017-07-08,B
TEC-PH-10001795,Apex,1,Wood,2020-04-23,B
TEC-AC-10004901,WorkSmart,1,Metal,2022-03-23,C
OFF-AR-10003190,OfficePro,2,Metal,2013-12-16,B
OFF-AP-10000240,Staples,2,Composite,2014-01-06,D
TEC-AC-10001838,Staples,1,Paper,2014-11-12,A
OFF-PA-10003651,Staples,2,Composite,2020-01-04,B
OFF-BI-10003094,Global,1,Wood,2012-07-03,A
FUR-CH-10001394,WorkSmart,3,Composite,2010-10-15,A
OFF-BI-10004230,Apex,1,Wood,2021-06-22,C
OFF-PA-10003395,Apex,3,Plastic,2015-09-20,D
TEC-AC-10002402,Global,2,Wood,2022-02-13,C
TEC-AC-10003441,Acme,3,Wood,2014-12-10,D
OFF-FA-10002280,Global,2,Composite,2013-03-24,A
OFF-SU-10000381,WorkSmart,2,Paper,2016-12-26,A
OFF-EN-10004459,Staples,1,Plastic,2021-12-19,B
FUR-CH-10000665,Global,3,Fabric,2014-05-08,C
OFF-AP-10003884,Staples,2,Fabric,2015-05-11,A
TEC-PH-10001557,WorkSmart,2,Paper,2014-11-11,D
TEC-PH-10002085,BizWorks,2,Fabric,2023-04-25,B
OFF-AR-10002956,WorkSmart,3,Plastic,2012-09-14,D
OFF-AP-10003266,OfficePro,2,Metal,2013-04-18,B
TEC-MA-10004002,Staples,1,Plastic,2019-02-13,B
OFF-BI-10001071,Apex,2,Composite,2013-01-24,C
OFF-PA-10001560,Global,2,Glass,2010-07-16,C
OFF-AR-10002578,BizWorks,5,Wood,2020-11-19,A
FUR-BO-10001519,WorkSmart,3,Wood,2011-06-10,D
OFF-BI-10001294,Staples,2,Composite,2022-12-11,C
OFF-BI-10001636,BizWorks,1,Composite,2013-11-11,A
OFF-SU-10002503,Acme,3,Glass,2022-05-01,A
OFF-LA-10004093,OfficePro,2,Glass,2013-07-16,B
FUR-FU-10003878,Acme,5,Wood,2013-04-09,B
TEC-AC-10000710,WorkSmart,1,Glass,2015-05-03,C
OFF-AR-10002335,Acme,1,Glass,2020-01-04,A
OFF-PA-10001870,Acme,1,Glass,2023-02-08,B
OFF-PA-10001019,OfficePro,2,Paper,2016-01-27,B
OFF-SU-10002537,OfficePro,5,Metal,2021-08-25,A
OFF-ST-10003221,OfficePro,1,Glass,2019-10-21,B
OFF-AR-10003752,BizWorks,3,Metal,2012-10-14,A
TEC-AC-10001714,OfficePro,2,Metal,2018-08-20,A
OFF-AR-10003958,Acme,3,Composite,2024-03-04,B
TEC-PH-10002923,Apex,1,Glass,2019-10-31,D
OFF-LA-10004272,Apex,3,Wood,2021-07-09,A
FUR-FU-10000965,OfficePro,1,Paper,2021-02-21,B
OFF-LA-10004853,BizWorks,3,Wood,2010-02-17,A
OFF-BI-10003719,Global,1,Glass,2020-01-12,A
OFF-BI-10000545,Staples,2,Wood,2022-03-30,B
OFF-PA-10003591,WorkSmart,3,Glass,2012-04-07,C
OFF-PA-10001790,BizWorks,1,Paper,2022-12-06,A
TEC-AC-10002049,Global,1,Plastic,2024-01-10,D
OFF-BI-10003712,WorkSmart,2,Paper,2015-09-21,A
OFF-BI-10003984,Global,2,Plastic,2015-08-19,C
FUR-FU-10001424,Global,2,Fabric,2012-03-29,C
OFF-BI-10002071,Apex,1,Plastic,2023-01-05,B
OFF-ST-10002486,Staples,1,Metal,2020-11-28,A
TEC-AC-10000927,Global,2,Metal,2020-01-29,B
OFF-PA-10001622,OfficePro,1,Paper,2014-12-17,B
OFF-AR-10003158,WorkSmart,5,Metal,2023-05-18,C
TEC-PH-10002660,BizWorks,1,Metal,2018-07-12,B
OFF-BI-10003364,Apex,2,Fabric,2024-05-17,B
OFF-EN-10001099,WorkSmart,1,Metal,2014-06-18,C
OFF-PA-10002250,OfficePro,1,Composite,2014-03-24,D
OFF-BI-10004716,OfficePro,2,Composite,2019-10-20,B
OFF-LA-10001045,Global,2,Composite,2015-03-20,C
OFF-BI-10001510,OfficePro,1,Plastic,2013-12-07,B
OFF-PA-10002947,Staples,1,Paper,2023-10-11,B
OFF-PA-10000019,OfficePro,1,Paper,2019-01-31,B
FUR-BO-10003441,Global,3,Wood,2019-08-22,C
TEC-PH-10004774,WorkSmart,2,Fabric,2018-05-18,B
OFF-BI-10003684,OfficePro,1,Composite,2021-04-09,B
TEC-PH-10001494,Apex,2,Composite,2012-09-25,B
TEC-AC-10004666,BizWorks,3,Metal,2013-12-02,B
OFF-ST-10003816,Apex,3,Composite,2022-06-19,B
FUR-TA-10001520,Apex,5,Metal,2018-05-20,C
OFF-ST-10001558,WorkSmart,1,Metal,2010-09-22,B
TEC-AC-10002473,Acme,1,Wood,2020-03-20,A
TEC-PH-10004531,BizWorks,1,Plastic,2016-03-24,C
OFF-AP-10004487,Apex,3,Metal,2020-08-11,C
OFF-PA-10003543,Apex,5,Metal,2019-01-31,B
TEC-AC-10004353,Acme,2,Paper,2015-08-09,A
OFF-AR-10001468,WorkSmart,1,Wood,2018-08-11,D
OFF-PA-10002195,BizWorks,2,Metal,2018-10-27,C
OFF-PA-10001745,Apex,1,Fabric,2018-08-07,A
OFF-BI-10004826,Global,1,Plastic,2023-11-13,A
OFF-PA-10000289,WorkSmart,2,Fabric,2023-06-02,B
OFF-AP-10003040,BizWorks,1,Composite,2013-06-07,B
OFF-PA-10000350,Apex,1,Plastic,2011-12-24,A
OFF-BI-10001759,Apex,2,Composite,2024-03-19,B
OFF-ST-10001496,Acme,1,Paper,2023-12-16,B
OFF-BI-10002931,BizWorks,1,Glass,2010-03-25,C
FUR-TA-10002356,Global,1,Glass,2023-03-29,B
FUR-FU-10003601,WorkSmart,3,Glass,2019-03-25,B
FUR-TA-10004154,OfficePro,3,Metal,2020-06-16,D
OFF-PA-10000788,Staples,1,Wood,2019-03-19,A
FUR-FU-10001940,Global,2,Fabric,2014-10-24,A
OFF-BI-10004465,OfficePro,1,Composite,2021-10-28,C
OFF-PA-10002333,Global,2,Metal,2017-08-12,A
FUR-FU-10004188,BizWorks,3,Glass,2019-01-01,C
OFF-BI-10000145,OfficePro,3,Fabric,2016-09-18,A
OFF-LA-10001613,BizWorks,2,Fabric,2010-11-25,A
OFF-LA-10004055,OfficePro,5,Paper,2011-03-02,D
OFF-PA-10004621,Global,5,Paper,2012-02-09,B
OFF-PA-10001281,Acme,3,Glass,2020-11-19,C
OFF-ST-10001097,Global,2,Composite,2011-08-31,A
FUR-FU-10001095,BizWorks,1,Glass,2015-01-27,A
OFF-BI-10002012,Global,1,Glass,2017-04-26,C
OFF-PA-10004156,OfficePro,1,Metal,2015-10-26,B
OFF-AR-10000034,Staples,1,Wood,2013-07-24,B
TEC-PH-10000560,OfficePro,3,Glass,2023-09-25,A
OFF-EN-10000461,Apex,2,Composite,2011-04-11,B
TEC-MA-10003066,Global,5,Fabric,2015-05-19,C
OFF-BI-10004022,WorkSmart,1,Fabric,2015-04-30,C
OFF-AR-10001988,Global,1,Plastic,2016-12-14,B
OFF-PA-10003625,Acme,3,Glass,2016-06-18,B
OFF-BI-10003925,BizWorks,1,Metal,2015-08-02,B
TEC-PH-10001530,WorkSmart,1,Plastic,2013-03-30,B
OFF-EN-10003862,OfficePro,5,Paper,2020-10-09,C
OFF-ST-10004258,Acme,3,Wood,2018-10-23,A
FUR-FU-10002885,Global,2,Composite,2017-08-14,A
TEC-AC-10003033,OfficePro,3,Glass,2012-02-17,D
OFF-ST-10000046,OfficePro,2,Fabric,2019-04-03,A
OFF-BI-10002049,Apex,3,Metal,2016-08-15,A
FUR-FU-10001602,Apex,3,Fabric,2021-03-01,B
OFF-ST-10003722,Staples,1,Glass,2021-09-02,C
TEC-AC-10003198,Apex,2,Paper,2016-09-05,B
FUR-FU-10002191,BizWorks,1,Plastic,2023-03-25,B
TEC-PH-10004188,WorkSmart,1,Glass,2023-09-30,D
OFF-ST-10001526,OfficePro,5,Plastic,2015-06-13,C
OFF-AR-10001166,Apex,2,Composite,2012-12-02,C
FUR-CH-10000309,Staples,3,Metal,2012-08-02,A
TEC-MA-10004212,Global,3,Paper,2010-01-29,A
OFF-EN-10003072,WorkSmart,5,Metal,2015-03-13,B
OFF-BI-10000320,Apex,3,Composite,2024-02-07,A
OFF-PA-10001166,OfficePro,2,Paper,2014-08-25,A
OFF-PA-10003656,Global,1,Paper,2017-09-15,A
TEC-PH-10000148,BizWorks,1,Plastic,2019-03-20,B
TEC-PH-10003885,OfficePro,2,Plastic,2016-10-24,B
OFF-LA-10001175,Global,1,Plastic,2014-07-24,C
OFF-PA-10000955,BizWorks,2,Fabric,2022-08-25,A
FUR-FU-10003975,BizWorks,2,Wood,2014-04-20,B
OFF-BI-10003707,WorkSmart,5,Glass,2014-09-30,A
OFF-AR-10000203,OfficePro,3,Plastic,2012-01-30,B
OFF-AR-10004790,Apex,2,Wood,2015-11-28,B
TEC-AC-10004761,Apex,1,Wood,2013-09-13,B
FUR-BO-10001811,Staples,1,Metal,2019-07-09,C
OFF-AR-10001130,Global,1,Composite,2013-06-22,C
OFF-AP-10000055,Staples,3,Fabric,2014-11-21,B
FUR-CH-10002304,Acme,1,Wood,2020-10-24,C
FUR-FU-10000293,Apex,3,Glass,2017-02-20,B
OFF-PA-10001307,Global,2,Fabric,2011-02-03,C
FUR-FU-10004460,WorkSmart,1,Metal,2017-03-15,B
OFF-AR-10000716,Staples,1,Plastic,2016-09-12,B
FUR-FU-10004622,WorkSmart,2,Paper,2014-07-28,C
OFF-BI-10003529,WorkSmart,2,Wood,2010-08-27,A
OFF-BI-10001097,WorkSmart,3,Composite,2019-09-07,B
OFF-BI-10001597,Staples,3,Paper,2020-07-28,D
OFF-FA-10001754,Acme,2,Metal,2018-07-01,C
OFF-FA-10004838,BizWorks,3,Fabric,2013-02-20,A
TEC-PH-10002115,BizWorks,2,Glass,2014-04-07,B
OFF-FA-10003059,Staples,5,Plastic,2020-03-27,C
OFF-BI-10004330,BizWorks,1,Fabric,2015-11-28,D
OFF-BI-10003669,OfficePro,3,Composite,2019-06-14,B
OFF-BI-10003727,BizWorks,1,Wood,2010-10-27,C
TEC-AC-10003447,Apex,1,Composite,2020-02-16,C
OFF-AR-10000255,Staples,1,Fabric,2021-02-05,A
OFF-AP-10002191,BizWorks,2,Fabric,2023-04-22,C
OFF-PA-10000349,Staples,1,Paper,2010-09-06,B
FUR-CH-10002880,Acme,1,Composite,2017-01-12,B
OFF-PA-10003127,OfficePro,5,Composite,2021-04-22,B
TEC-MA-10003979,Staples,3,Composite,2021-11-02,B
OFF-PA-10000029,Apex,3,Plastic,2022-10-25,C
OFF-LA-10000452,BizWorks,3,Glass,2017-10-31,B
TEC-PH-10001819,Apex,5,Fabric,2011-12-25,C
OFF-AR-10002952,BizWorks,2,Metal,2011-07-24,C
TEC-PH-10000576,Staples,1,Plastic,2010-08-08,C
OFF-PA-10000605,WorkSmart,3,Plastic,2013-10-26,B
OFF-ST-10004340,BizWorks,3,Plastic,2017-10-05,A
OFF-BI-10004001,WorkSmart,2,Paper,2015-10-24,B
FUR-TA-10004147,OfficePro,2,Glass,2021-08-02,C
OFF-AR-10001545,Apex,2,Glass,2020-12-14,A
TEC-AC-10001013,WorkSmart,5,Metal,2021-11-28,D
OFF-AR-10002255,Apex,1,Composite,2018-06-17,C
OFF-PA-10001892,BizWorks,5,Paper,2010-02-19,C
OFF-BI-10003676,BizWorks,5,Fabric,2011-05-30,B
OFF-FA-10003495,OfficePro,2,Wood,2017-08-23,B
OFF-EN-10003798,BizWorks,2,Paper,2017-08-10,C
TEC-PH-10003589,OfficePro,1,Wood,2017-03-03,B
OFF-PA-10004735,WorkSmart,1,Fabric,2015-01-12,C
FUR-BO-10002206,BizWorks,1,Metal,2022-10-16,B
OFF-PA-10000141,Staples,3,Glass,2013-03-11,C
TEC-PH-10001061,Global,2,Wood,2023-09-08,C
OFF-AR-10002375,Acme,1,Plastic,2016-02-28,A
OFF-EN-10001539,Global,1,Paper,2011-02-19,A
FUR-TA-10004086,Global,5,Wood,2016-03-18,C
OFF-PA-10000100,Apex,1,Fabric,2013-01-09,A
OFF-LA-10000973,OfficePro,5,Glass,2023-04-21,B
OFF-ST-10001476,Apex,1,Plastic,2022-10-03,B
OFF-EN-10002831,WorkSmart,2,Wood,2019-03-11,A
OFF-PA-10001763,Acme,1,Glass,2016-08-13,A
OFF-BI-10002072,WorkSmart,2,Fabric,2015-04-19,C
OFF-FA-10001561,Staples,2,Metal,2010-07-23,B
TEC-MA-10004241,Acme,1,Fabric,2010-03-10,B
OFF-AP-10003849,Apex,2,Metal,2011-05-31,D
OFF-FA-10000735,BizWorks,2,Glass,2019-10-04,A
OFF-BI-10003350,BizWorks,2,Glass,2022-03-15,A
TEC-PH-10000307,Apex,3,Plastic,2014-01-04,C
TEC-CO-10004202,WorkSmart,1,Fabric,2024-02-07,C
FUR-FU-10001852,Apex,2,Composite,2014-07-11,B
OFF-AR-10003759,Apex,5,Paper,2011-12-08,D
OFF-ST-10004337,Global,3,Composite,2014-06-14,D
FUR-TA-10001932,Staples,5,Composite,2023-01-05,A
FUR-CH-10002126,BizWorks,1,Composite,2020-05-13,A
OFF-AP-10000576,Global,3,Paper,2013-09-07,C
TEC-PH-10004700,Apex,2,Composite,2010-12-10,B
OFF-BI-10003429,OfficePro,1,Metal,2020-05-14,A
FUR-FU-10004952,Global,3,Fabric,2011-06-20,C
OFF-PA-10003172,Apex,2,Glass,2010-12-21,B
OFF-ST-10002352,BizWorks,1,Plastic,2019-09-13,B
OFF-PA-10002259,Apex,1,Composite,2023-10-03,A
OFF-BI-10002976,Staples,3,Glass,2012-09-09,B
OFF-BI-10003694,WorkSmart,1,Composite,2013-09-07,B
OFF-LA-10004425,Acme,1,Plastic,2018-03-29,A
FUR-CH-10001270,Global,2,Plastic,2011-06-11,B
TEC-PH-10004539,Global,1,Composite,2012-07-19,B
OFF-AR-10001919,Global,5,Metal,2017-07-19,D
TEC-PH-10003655,Apex,2,Glass,2016-04-01,D
OFF-BI-10004656,Staples,2,Plastic,2015-05-01,A
OFF-ST-10002344,Apex,5,Fabric,2020-10-02,C
TEC-PH-10004447,Apex,2,Glass,2016-12-16,C
FUR-CH-10003973,WorkSmart,1,Fabric,2015-04-01,C
OFF-PA-10000682,OfficePro,3,Glass,2019-03-15,B
FUR-FU-10002268,Staples,2,Metal,2014-05-13,A
TEC-AC-10001990,Global,1,Paper,2018-01-04,C
FUR-CH-10004540,Acme,3,Wood,2019-12-05,A
OFF-ST-10002292,Global,3,Metal,2013-05-08,A
OFF-AR-10004999,Apex,3,Composite,2015-05-14,B
OFF-BI-10001031,Staples,5,Wood,2012-08-23,D
OFF-BI-10002432,BizWorks,3,Composite,2023-11-08,A
FUR-FU-10001867,Staples,3,Fabric,2023-09-02,B
TEC-PH-10002200,Staples,3,Plastic,2020-01-27,B
TEC-PH-10000439,OfficePro,1,Glass,2021-10-22,C
OFF-PA-10001685,Global,1,Composite,2011-09-15,B
OFF-ST-10001418,OfficePro,3,Fabric,2022-03-07,A
OFF-ST-10000676,BizWorks,2,Metal,2023-02-09,A
OFF-AR-10001022,BizWorks,1,Composite,2022-12-10,B
OFF-EN-10003055,WorkSmart,1,Fabric,2016-06-30,A
